student_id,age,gender,course,semester,study_hours,sleep_hours,internet_usage_hours,extracurricular_activity,stress_level,physical_activity_hours,attendance_percentage,assignment_score,internal_exam_score,previous_semester_marks,previous_cgpa,final_score,performance_category,pass_fail
STU1388,23.0,Male,Civil,6,0.0,3.82,5.73,No,High,2.43,88.79,75.29,77.9,99.56,6.63,48.22,Low,Fail
STU1389,17.0,Male,Civil,2,2.32,6.77,4.3,No,High,7.74,65.78,57.64,48.68,70.61,6.28,13.5,Low,Fail
STU1390,17.0,Female,Mechanical,1,9.78,5.83,4.6,No,Low,4.36,64.97,42.84,76.75,70.52,6.94,50.48,Average,Pass
STU1391,19.0,Female,Computer Science,2,,5.84,2.43,No,Medium,3.62,69.59,67.61,92.94,70.39,7.96,42.9,Low,Fail
STU1392,19.0,Female,Business,2,5.47,,5.41,No,High,2.65,89.71,71.14,75.93,71.23,7.8,42.17,Low,Fail
STU1393,24.0,Male,Mechanical,7,7.52,7.91,8.17,Yes,High,2.32,59.08,61.39,76.93,29.25,6.42,7.15,Low,Fail
STU1394,24.0,Female,Mechanical,8,1.86,6.17,1.98,Yes,Low,2.8,82.74,73.72,80.18,61.41,6.27,52.72,Average,Pass
STU1395,19.0,Male,Computer Science,1,5.46,6.09,3.32,Yes,High,3.44,82.35,78.08,91.94,64.43,7.92,47.19,Low,Fail
STU1396,20.0,Male,Electronics,1,7.34,7.1,4.46,Yes,Medium,0.18,91.95,80.05,84.94,84.22,6.41,80.29,Excellent,Pass
STU1397,24.0,Female,Electronics,5,5.03,4.87,5.57,Yes,Low,0.65,80.16,,74.16,65.72,7.27,55.94,Average,Pass
STU1398,22.0,Male,Business,5,12.0,6.77,2.88,Yes,,,,56.23,80.65,40.3,7.34,51.38,Average,Pass
STU1399,24.0,Female,Mechanical,1,0.83,7.16,0.0,No,High,3.31,66.49,68.34,55.6,71.45,7.54,14.97,Low,Fail
STU1400,17.0,Male,Electronics,6,7.65,7.32,6.72,Yes,,2.64,63.82,78.87,78.87,52.94,,51.14,Average,Pass
STU1401,24.0,Male,Business,3,4.57,4.18,5.52,No,Medium,5.22,71.54,,53.92,46.75,5.81,23.85,Low,Fail
STU1402,20.0,Female,Computer Science,5,6.93,5.59,0.51,Yes,High,0.78,75.81,77.66,62.86,52.49,5.1,25.27,Low,Fail
STU1403,19.0,Female,Electronics,3,6.1,5.45,2.78,Yes,Medium,1.87,64.01,,24.84,73.14,6.58,35.48,Low,Fail
STU1404,17.0,Female,Computer Science,7,3.17,6.62,7.14,Yes,Medium,5.28,95.65,68.07,73.62,83.88,9.18,74.7,Good,Pass
STU1405,24.0,Female,Civil,6,5.57,7.08,6.9,Yes,Medium,3.2,62.1,63.26,58.99,72.24,9.42,41.49,Low,Fail
STU1406,20.0,Female,Business,1,0.36,8.3,5.88,No,Medium,4.33,94.15,81.22,83.56,74.48,9.21,72.24,Good,Pass
STU1407,22.0,Female,Computer Science,6,6.51,5.91,3.65,No,,6.08,92.22,60.95,73.46,72.1,6.99,60.3,Average,Pass
STU1408,24.0,Female,Business,5,5.75,5.9,4.17,Yes,High,1.96,88.78,,83.74,66.52,5.24,48.66,Low,Fail
STU1409,20.0,Male,Computer Science,2,6.6,7.88,3.74,No,Medium,2.85,69.67,74.49,52.83,75.45,4.62,57.62,Average,Pass
STU1410,22.0,Male,Business,7,7.65,6.86,6.26,No,High,2.59,82.11,71.46,82.54,28.72,6.52,32.33,Low,Fail
STU1411,19.0,Male,Civil,1,5.92,8.02,2.25,No,Low,0.07,62.67,64.12,97.48,66.67,6.98,42.58,Low,Fail
STU1412,24.0,Other,Civil,4,5.37,6.85,2.39,No,,2.53,88.93,55.73,78.7,49.33,8.63,65.85,Good,Pass
STU1413,22.0,Female,Computer Science,7,2.8,5.11,6.02,No,Medium,4.32,77.11,64.23,79.06,82.44,8.15,53.28,Average,Pass
STU1414,17.0,Male,Business,8,3.22,4.9,3.91,No,Low,3.81,73.09,68.04,70.37,62.79,7.45,45.33,Low,Fail
STU1415,19.0,Female,Civil,3,7.97,4.64,6.76,No,Medium,3.93,63.32,43.57,60.65,65.46,6.22,25.42,Low,Fail
STU1416,17.0,Female,Electronics,6,8.59,7.29,2.66,Yes,Medium,2.44,48.27,69.63,78.66,42.42,6.14,45.15,Low,Fail
STU1417,21.0,Male,Civil,1,4.4,7.93,3.89,Yes,Low,2.02,65.54,83.09,46.91,80.25,,61.97,Average,Pass
STU1418,18.0,Female,Computer Science,7,5.12,8.72,2.16,No,Medium,4.9,91.35,78.81,62.15,74.41,7.97,64.1,Average,Pass
STU1419,24.0,Female,Business,6,2.74,7.51,4.01,No,Medium,2.25,73.17,66.05,43.21,73.35,7.63,33.34,Low,Fail
STU1420,22.0,Male,Computer Science,1,7.93,7.9,1.04,No,Medium,3.44,75.97,72.56,58.15,52.8,6.06,49.82,Low,Fail
STU1421,18.0,Female,Civil,5,6.66,5.8,3.02,No,High,3.25,85.87,65.33,76.99,53.4,7.92,47.35,Low,Fail
STU1422,18.0,Male,Mechanical,7,9.85,,1.13,Yes,Medium,5.19,99.67,73.79,75.08,68.35,7.67,63.49,Average,Pass
STU1423,22.0,Female,Computer Science,5,2.8,7.52,5.39,No,Medium,4.46,93.9,90.48,68.71,54.58,6.02,34.22,Low,Fail
STU1424,19.0,Other,Computer Science,7,4.05,7.0,5.43,No,High,1.06,66.33,83.62,70.39,71.52,6.34,43.94,Low,Fail
STU1425,24.0,Female,Computer Science,5,5.58,6.63,0.54,Yes,High,1.22,54.69,,41.6,32.59,7.96,0.0,Low,Fail
STU1426,21.0,Male,Electronics,8,6.62,6.96,6.67,No,Low,3.87,100.0,66.09,62.78,57.69,6.94,57.64,Average,Pass
STU1427,17.0,Female,Electronics,6,4.46,6.89,8.99,No,Low,2.9,100.0,81.0,58.46,91.95,8.95,69.98,Good,Pass
STU1428,20.0,Female,Mechanical,4,2.82,8.04,4.09,Yes,Medium,2.32,80.26,51.76,58.77,71.59,,55.28,Average,Pass
STU1429,17.0,Male,Computer Science,7,7.2,8.05,2.72,No,Medium,4.52,62.75,68.97,76.39,67.5,6.66,41.46,Low,Fail
STU1430,20.0,Female,Computer Science,8,6.8,7.15,9.65,Yes,High,3.28,89.56,79.0,55.95,94.78,7.19,73.94,Good,Pass
STU1431,17.0,Male,Civil,7,2.71,7.51,1.36,No,Medium,3.08,76.7,80.89,59.53,29.96,7.27,20.92,Low,Fail
STU1432,22.0,Female,Computer Science,5,8.39,7.12,4.04,Yes,Medium,4.17,76.64,80.04,38.78,52.77,6.4,54.54,Average,Pass
STU1433,21.0,Male,Business,1,7.93,5.95,4.36,No,High,2.44,88.73,,63.88,58.98,6.2,63.45,Average,Pass
STU1434,24.0,Male,Business,7,5.34,7.41,6.69,No,Medium,5.35,82.01,69.65,52.77,77.88,7.97,40.54,Low,Fail
STU1435,20.0,Male,Mechanical,8,5.2,4.83,,Yes,Low,1.82,63.77,78.46,69.11,78.13,8.13,62.21,Average,Pass
STU1436,24.0,Female,Mechanical,5,6.39,7.76,3.0,No,High,3.99,74.1,60.57,54.68,52.01,7.86,54.13,Average,Pass
STU1437,24.0,Male,Business,2,2.85,5.07,2.1,No,Medium,5.15,85.93,61.86,69.46,79.97,8.87,52.15,Average,Pass
STU1438,24.0,Female,Computer Science,5,5.08,6.84,3.32,Yes,High,0.93,84.12,72.74,65.97,58.95,6.6,41.56,Low,Fail
STU1439,23.0,Male,Computer Science,6,0.0,5.49,1.99,Yes,High,2.48,81.14,74.08,91.41,83.17,9.04,58.6,Average,Pass
STU1440,19.0,Male,Computer Science,4,7.19,7.16,4.1,No,Medium,4.71,89.2,50.09,74.96,49.51,6.21,40.76,Low,Fail
STU1441,17.0,Female,Civil,2,,6.46,2.87,No,Medium,4.74,73.66,77.46,42.25,63.15,6.09,16.06,Low,Fail
STU1442,24.0,Female,Computer Science,6,8.76,4.59,1.01,Yes,Medium,2.74,80.14,81.27,50.29,57.65,5.26,61.89,Average,Pass
STU1443,17.0,Male,Mechanical,6,4.17,7.0,6.51,Yes,Medium,1.9,40.0,71.07,68.77,80.84,6.71,20.92,Low,Fail
STU1444,24.0,Female,Business,6,4.47,5.81,3.0,Yes,Medium,4.43,72.6,100.0,54.98,57.16,6.65,44.13,Low,Fail
STU1445,20.0,Female,Business,1,3.43,7.56,1.46,No,Medium,,87.17,63.8,26.44,64.36,7.78,48.84,Low,Fail
STU1446,19.0,Female,Mechanical,6,4.28,6.5,3.66,Yes,,1.25,73.32,67.67,86.89,72.6,7.47,41.85,Low,Fail
STU1447,19.0,Male,Computer Science,1,8.55,6.97,4.14,No,Medium,1.19,72.41,67.26,78.08,73.18,5.89,46.1,Low,Fail
STU1448,22.0,Male,Civil,6,0.0,5.35,0.51,No,Low,,65.5,71.09,75.29,78.3,,55.09,Average,Pass
STU1449,23.0,Female,Mechanical,3,8.19,5.79,4.66,Yes,Medium,3.94,90.04,68.06,59.5,68.17,6.79,49.44,Low,Fail
STU1450,22.0,Male,Computer Science,8,5.85,5.95,1.91,No,High,2.55,84.58,55.12,73.99,58.73,5.25,21.67,Low,Fail
STU1451,22.0,Female,Computer Science,2,1.98,7.53,7.42,Yes,Medium,4.02,87.9,65.44,58.14,59.75,6.12,44.03,Low,Fail
STU1452,22.0,Female,Business,3,2.31,8.51,,No,Medium,1.93,57.29,70.83,70.87,65.39,6.35,31.57,Low,Fail
STU1453,22.0,Female,Mechanical,6,9.19,5.53,3.2,Yes,High,0.0,76.07,86.74,55.11,68.74,8.78,40.45,Low,Fail
STU1454,22.0,Female,Civil,2,2.64,7.79,2.51,No,Medium,2.36,74.64,98.43,89.23,62.79,7.41,58.43,Average,Pass
STU1455,21.0,Other,Business,2,2.12,3.9,3.79,No,Medium,3.09,74.63,88.03,46.02,65.29,7.93,45.23,Low,Fail
STU1456,19.0,Male,Mechanical,7,7.84,5.07,5.23,Yes,High,2.59,70.61,62.7,85.25,42.24,5.55,27.81,Low,Fail
STU1457,22.0,Female,Mechanical,4,5.85,5.35,3.95,Yes,,1.26,73.85,63.65,68.54,75.01,8.51,55.94,Average,Pass
STU1458,24.0,Male,Electronics,3,2.66,4.88,3.57,Yes,High,0.28,88.2,70.09,61.15,67.72,8.63,47.16,Low,Fail
STU1459,19.0,Male,Electronics,4,5.54,4.6,4.12,Yes,Low,2.23,55.05,93.41,70.34,80.03,5.0,71.3,Good,Pass
STU1460,19.0,Female,Electronics,2,2.44,7.0,2.79,No,Low,4.35,99.33,70.01,78.27,65.0,6.42,54.3,Average,Pass
STU1461,18.0,Female,Civil,1,7.75,6.24,3.31,No,High,4.88,83.81,56.07,87.13,38.92,7.75,37.81,Low,Fail
STU1462,21.0,Other,Mechanical,2,7.65,6.96,0.0,No,Low,4.78,77.49,65.99,72.38,59.62,7.91,58.86,Average,Pass
STU1463,22.0,Female,Business,4,6.33,7.33,5.95,No,Medium,1.78,88.88,81.08,55.53,62.0,6.45,58.94,Average,Pass
STU1464,17.0,Male,Electronics,3,5.9,6.82,4.6,No,High,1.27,60.58,80.28,68.78,76.14,6.86,40.75,Low,Fail
STU1465,20.0,Male,Mechanical,6,9.4,7.29,2.45,No,High,3.74,70.02,69.6,93.44,33.95,6.54,21.73,Low,Fail
STU1466,23.0,Female,Mechanical,7,5.0,6.42,7.8,Yes,High,3.95,76.55,80.2,86.87,65.62,7.32,42.86,Low,Fail
STU1467,24.0,Male,Mechanical,7,2.05,5.08,4.17,Yes,Medium,3.6,94.39,44.72,80.72,72.71,8.52,53.91,Average,Pass
STU1468,17.0,Male,Civil,7,6.12,7.77,1.93,Yes,Medium,0.0,77.44,73.25,79.14,55.08,6.35,66.66,Good,Pass
STU1469,21.0,Male,Computer Science,6,10.22,,5.71,No,Low,1.7,83.4,82.33,77.79,66.12,8.3,63.47,Average,Pass
STU1470,20.0,Male,Mechanical,7,2.46,5.38,4.8,Yes,Medium,2.96,70.93,62.01,84.22,55.59,6.34,45.54,Low,Fail
STU1471,21.0,Male,Computer Science,3,4.1,6.29,4.79,Yes,High,3.73,83.84,61.96,61.61,54.06,,29.11,Low,Fail
STU1472,24.0,Male,Electronics,6,6.04,5.4,3.15,Yes,Medium,4.15,98.13,49.6,49.03,58.87,8.1,47.72,Low,Fail
STU1473,19.0,Male,Electronics,7,4.87,6.0,4.9,No,Medium,3.22,89.95,91.08,68.97,54.34,8.21,66.39,Good,Pass
STU1474,20.0,Male,Mechanical,6,2.54,6.91,3.48,Yes,Medium,3.5,77.02,63.36,56.55,75.25,8.14,54.09,Average,Pass
STU1475,19.0,Other,Business,4,7.8,6.92,5.11,Yes,Medium,3.13,86.11,74.89,53.23,53.98,5.75,36.57,Low,Fail
STU1476,24.0,Male,Mechanical,8,10.8,5.42,0.19,Yes,High,4.03,84.93,79.25,57.92,51.46,6.69,41.63,Low,Fail
STU1477,17.0,Male,Civil,8,,5.91,3.13,Yes,Low,3.47,84.08,90.14,100.0,91.52,8.11,96.53,Excellent,Pass
STU1478,24.0,Female,Mechanical,3,2.74,7.79,7.44,No,Medium,3.1,91.34,70.15,69.91,79.41,7.25,55.62,Average,Pass
STU1479,17.0,Male,Mechanical,5,1.13,7.1,2.47,Yes,High,2.6,91.25,65.53,73.07,37.08,6.02,14.41,Low,Fail
STU1480,20.0,Female,Computer Science,1,5.64,8.99,2.79,Yes,Medium,3.12,76.47,74.08,50.89,53.53,7.7,34.71,Low,Fail
STU1481,20.0,Female,Computer Science,7,,7.92,3.1,No,Low,3.73,85.7,87.41,42.19,68.64,6.41,67.02,Good,Pass
STU1482,22.0,Male,Electronics,1,6.19,7.87,1.57,Yes,Medium,3.4,73.4,69.96,56.53,69.86,9.17,61.2,Average,Pass
STU1483,21.0,Male,Electronics,6,4.99,4.83,0.0,Yes,Medium,3.57,66.92,60.54,88.13,42.64,8.9,36.73,Low,Fail
STU1484,22.0,Female,Computer Science,1,,7.42,3.54,No,Low,5.01,74.77,53.51,72.68,82.38,7.86,77.15,Good,Pass
STU1485,21.0,Female,Computer Science,3,2.27,,4.27,Yes,High,3.4,77.08,57.34,76.38,77.38,8.7,49.85,Low,Fail
STU1486,22.0,Male,Computer Science,3,7.09,5.84,3.89,Yes,Medium,2.03,58.06,82.37,78.34,72.23,7.27,51.47,Average,Pass
STU1487,19.0,Female,Business,2,7.28,6.7,3.71,Yes,High,4.33,88.32,68.15,59.72,85.35,8.04,49.56,Low,Fail
STU1488,20.0,Male,Electronics,8,1.14,7.63,4.09,No,High,0.95,44.79,,87.43,71.78,8.83,15.67,Low,Fail
STU1489,17.0,Other,Electronics,7,8.97,7.1,6.05,No,Medium,1.38,100.0,63.41,59.14,71.73,7.47,63.2,Average,Pass
STU1490,21.0,Male,Computer Science,2,6.44,5.45,3.62,No,Low,3.5,96.02,73.02,87.69,88.37,6.92,71.59,Good,Pass
STU1491,24.0,Female,Mechanical,1,8.5,7.39,2.85,No,Medium,3.77,74.87,69.13,74.19,81.52,5.32,73.9,Good,Pass
STU1492,21.0,Female,Computer Science,5,1.64,5.73,3.44,Yes,Low,1.13,78.11,68.72,42.95,52.38,7.11,52.56,Average,Pass
STU1493,17.0,Female,Computer Science,2,1.59,6.76,5.16,Yes,High,2.43,81.64,88.19,57.53,74.5,8.11,52.12,Average,Pass
STU1494,22.0,Male,Mechanical,2,4.63,6.14,6.82,No,Low,2.09,,90.46,43.01,55.04,8.24,32.86,Low,Fail
STU1495,21.0,Male,Computer Science,3,6.26,6.24,2.74,No,Medium,2.27,80.31,52.68,84.29,72.56,7.75,43.91,Low,Fail
STU1496,23.0,Male,Computer Science,5,9.49,7.42,4.2,Yes,Medium,4.42,76.27,75.93,67.65,72.15,6.6,72.82,Good,Pass
STU1497,19.0,Male,Computer Science,6,6.77,5.25,4.68,No,Medium,4.06,76.87,62.68,36.8,44.25,5.03,21.64,Low,Fail
STU1498,20.0,Male,Computer Science,1,4.39,,2.01,Yes,Low,2.97,80.18,69.02,73.26,63.17,6.66,66.0,Good,Pass
STU1499,17.0,Female,Computer Science,2,2.43,4.31,4.04,Yes,Medium,2.18,62.24,75.71,60.48,68.98,6.87,45.12,Low,Fail
STU1500,20.0,Male,Electronics,5,8.08,5.78,1.07,Yes,Low,0.98,78.47,69.45,47.23,58.46,6.86,53.17,Average,Pass
STU1501,23.0,Male,Civil,8,2.59,6.94,0.46,Yes,Low,5.13,79.96,74.77,91.49,69.72,7.88,54.46,Average,Pass
STU1502,21.0,Female,Mechanical,7,9.07,7.2,4.73,No,Medium,3.89,79.55,80.08,69.5,77.09,9.38,62.35,Average,Pass
STU1503,21.0,Female,Mechanical,5,4.29,6.38,3.23,No,Medium,1.94,,75.53,63.89,64.54,7.34,45.75,Low,Fail
STU1504,24.0,Female,Computer Science,8,8.98,6.43,4.4,Yes,Medium,4.08,91.65,64.24,62.41,68.37,,69.62,Good,Pass
STU1505,23.0,Other,Business,1,17.60510933679202,6.99,3.96,Yes,Medium,2.89,73.76,64.45,46.81,85.75,6.91,45.77,Low,Fail
STU1506,17.0,Male,Electronics,5,4.66,6.22,2.05,No,Medium,2.57,80.73,54.72,49.74,72.1,7.34,38.89,Low,Fail
STU1507,24.0,Male,Computer Science,8,3.7,8.17,3.91,Yes,Medium,3.65,93.57,61.75,85.99,68.01,6.29,55.81,Average,Pass
STU1508,19.0,Female,Mechanical,5,4.15,7.51,1.53,No,High,1.89,77.05,95.54,61.37,50.63,7.33,41.9,Low,Fail
STU1509,24.0,Female,Computer Science,5,6.07,7.55,6.78,Yes,Low,2.48,80.57,62.5,68.31,75.07,7.7,51.89,Average,Pass
STU1510,18.0,Male,Electronics,7,5.19,5.34,1.29,No,Medium,3.18,76.84,57.68,39.38,69.95,7.43,25.68,Low,Fail
STU1511,17.0,Female,Mechanical,8,3.52,,3.61,Yes,High,2.25,92.85,75.84,49.55,84.26,7.7,59.39,Average,Pass
STU1512,18.0,Male,Business,8,4.59,6.14,1.92,Yes,High,4.0,74.91,70.68,76.54,65.7,7.68,27.34,Low,Fail
STU1513,23.0,Male,Electronics,2,5.2,5.29,5.14,Yes,Low,5.8,93.4,69.65,73.29,37.76,5.25,59.76,Average,Pass
STU1514,22.0,Female,Civil,1,0.0,,3.34,Yes,Medium,1.87,76.76,88.91,92.55,39.5,7.9,37.78,Low,Fail
STU1515,18.0,Female,Business,7,6.15,5.85,2.96,Yes,,0.5,67.69,78.59,86.8,76.04,6.46,42.84,Low,Fail
STU1516,19.0,Female,Computer Science,5,2.55,7.29,5.71,No,Low,0.0,86.15,65.64,64.77,56.45,5.99,38.59,Low,Fail
STU1517,24.0,Male,Computer Science,5,2.12,5.22,4.06,Yes,High,2.77,,66.91,74.62,71.55,5.99,41.47,Low,Fail
STU1518,22.0,Female,Electronics,2,0.78,8.56,5.03,Yes,Medium,2.01,85.45,65.97,63.57,66.71,7.68,39.53,Low,Fail
STU1519,24.0,Male,Electronics,1,0.52,5.42,2.04,No,Medium,3.31,45.25,82.5,96.77,62.5,6.96,33.43,Low,Fail
STU1520,18.0,Male,Electronics,3,1.61,6.76,1.19,No,Low,3.2,78.06,68.3,84.09,63.55,5.35,53.92,Average,Pass
STU1521,24.0,Female,Business,7,,7.45,4.21,No,Medium,0.6,72.48,50.48,70.38,52.02,7.73,27.17,Low,Fail
STU1522,23.0,Female,Civil,2,9.88,5.82,3.36,No,Medium,0.28,65.24,71.42,70.81,64.76,5.62,38.39,Low,Fail
STU1523,22.0,Female,Mechanical,1,3.69,,5.25,No,High,3.44,71.36,53.56,88.23,56.23,7.35,24.72,Low,Fail
STU1524,23.0,Female,Electronics,7,5.44,5.02,3.84,No,Low,,71.12,98.21,76.11,59.42,7.46,70.2,Good,Pass
STU1525,18.0,Female,Civil,5,,8.24,4.41,No,Low,2.36,77.42,60.41,89.82,60.15,8.17,69.13,Good,Pass
STU1526,23.0,Female,Business,1,5.33,6.52,0.75,No,Medium,0.51,61.59,70.06,37.29,61.6,9.16,13.74,Low,Fail
STU1527,19.0,Male,Civil,1,,5.78,7.78,Yes,Low,3.71,81.8,75.1,74.46,78.83,5.7,74.79,Good,Pass
STU1528,18.0,Male,Computer Science,6,2.01,6.14,3.67,Yes,Medium,4.91,94.39,68.54,60.78,63.05,7.14,50.46,Average,Pass
STU1529,18.0,Male,Mechanical,1,8.63,7.47,5.4,Yes,High,3.42,81.37,68.52,92.59,80.36,6.9,69.17,Good,Pass
STU1530,18.0,Male,Computer Science,3,9.52,5.8,2.33,No,Medium,1.73,87.71,77.06,89.65,88.07,7.68,68.97,Good,Pass
STU1531,17.0,Female,Computer Science,1,0.79,5.6,4.62,No,High,3.07,91.13,90.31,68.46,77.82,7.44,30.85,Low,Fail
STU1532,24.0,Male,Computer Science,3,2.44,6.23,1.39,No,Low,0.95,92.84,81.21,89.5,73.02,6.81,70.06,Good,Pass
STU1533,17.0,Male,Mechanical,5,4.3,5.09,4.9,Yes,Low,4.59,100.0,89.74,92.96,69.9,6.72,65.78,Good,Pass
STU1534,17.0,Male,Mechanical,3,2.59,8.68,3.29,No,Low,3.12,72.01,59.44,69.04,77.98,5.97,34.26,Low,Fail
STU1535,19.0,Female,Computer Science,7,6.26,5.82,,No,Medium,0.35,69.38,75.81,100.0,66.34,8.29,40.33,Low,Fail
STU1536,22.0,Male,Electronics,5,3.18,7.5,5.4,Yes,High,2.55,87.4,73.86,67.56,79.77,7.71,56.72,Average,Pass
STU1537,24.0,Female,Electronics,5,10.41,6.75,1.53,No,Low,3.69,,76.21,65.0,74.21,8.21,71.35,Good,Pass
STU1538,23.0,Male,Electronics,3,,5.32,2.63,Yes,Medium,2.5,,88.51,80.12,59.6,6.86,70.15,Good,Pass
STU1539,21.0,Male,Computer Science,8,5.53,6.49,4.91,No,Medium,2.59,100.0,69.35,63.05,78.44,6.48,66.07,Good,Pass
STU1540,18.0,Female,Electronics,2,7.57,7.44,8.2,No,High,1.16,78.14,67.13,69.19,66.37,6.01,36.19,Low,Fail
STU1541,23.0,Female,Civil,4,7.76,6.27,3.72,No,Low,3.85,83.11,78.41,87.73,63.41,7.59,62.74,Average,Pass
STU1542,18.0,Male,Computer Science,8,3.59,7.93,5.18,No,Low,2.03,66.24,50.66,68.27,57.86,6.06,29.3,Low,Fail
STU1543,19.0,Female,Computer Science,1,2.96,7.73,3.79,No,Low,0.0,100.0,69.16,44.27,67.49,9.23,52.61,Average,Pass
STU1544,18.0,Female,Electronics,6,,7.6,7.88,No,Medium,2.44,73.96,70.39,73.14,79.95,5.76,41.53,Low,Fail
STU1545,17.0,Male,Business,4,7.15,5.95,0.51,Yes,Medium,4.47,74.3,60.96,58.25,78.33,7.5,57.52,Average,Pass
STU1546,24.0,Female,Mechanical,1,5.35,5.2,4.19,No,High,2.42,73.84,84.68,80.11,70.3,,57.31,Average,Pass
STU1547,21.0,Female,Mechanical,8,1.06,5.76,0.75,Yes,Medium,5.61,70.26,59.25,77.75,73.99,7.86,35.8,Low,Fail
STU1548,20.0,Female,Electronics,8,2.99,6.74,0.0,Yes,Medium,3.64,69.25,70.37,88.6,84.08,7.39,69.31,Good,Pass
STU1549,18.0,Female,Mechanical,1,4.82,7.15,4.59,No,Medium,3.51,71.72,75.52,80.71,62.75,6.13,45.82,Low,Fail
STU1550,23.0,Female,Computer Science,5,4.81,3.89,4.28,No,Low,2.81,61.61,88.24,83.26,48.27,5.68,45.3,Low,Fail
STU1551,17.0,Female,Mechanical,1,9.93,,3.43,Yes,Medium,2.9,68.58,71.87,58.63,84.52,8.05,45.66,Low,Fail
STU1552,20.0,Female,Business,6,1.54,6.69,3.79,Yes,High,,100.0,83.23,79.26,57.05,8.86,30.28,Low,Fail
STU1553,21.0,Female,Mechanical,8,6.26,6.17,10.2,Yes,High,,86.83,80.41,95.56,54.64,6.72,50.45,Average,Pass
STU1554,20.0,Female,Business,1,8.72,8.05,3.48,Yes,High,3.8,89.11,73.48,58.36,38.06,5.95,44.59,Low,Fail
STU1555,17.0,Female,Civil,3,10.68,7.01,5.02,Yes,High,1.6,92.13,58.93,93.2,73.57,4.5,53.05,Average,Pass
STU1556,24.0,Female,Computer Science,4,3.99,8.07,2.7,No,Low,1.39,100.0,54.79,60.31,40.68,6.12,56.2,Average,Pass
STU1557,24.0,Male,Business,3,6.23,6.24,4.59,Yes,Low,1.32,56.74,73.28,56.07,53.75,7.07,48.79,Low,Fail
STU1558,22.0,Female,Computer Science,6,6.42,7.62,3.52,No,Low,6.07,63.24,65.49,72.15,73.82,8.96,44.13,Low,Fail
STU1559,24.0,Female,Mechanical,1,5.49,8.46,3.18,Yes,Medium,3.8,68.36,83.03,78.02,75.83,7.94,58.59,Average,Pass
STU1560,22.0,Male,Computer Science,7,4.75,8.07,7.64,No,Low,3.46,72.36,,80.76,55.22,7.54,73.88,Good,Pass
STU1561,20.0,Female,Computer Science,6,6.09,5.19,6.35,Yes,Medium,1.41,74.39,69.78,54.54,62.99,6.76,32.78,Low,Fail
STU1562,19.0,Male,Electronics,5,16.630562086972176,6.2,4.27,Yes,Medium,,72.64,58.11,74.08,51.91,6.56,34.99,Low,Fail
STU1563,23.0,Male,Computer Science,3,6.71,6.09,0.0,Yes,High,2.83,80.63,78.13,58.4,56.77,8.75,40.0,Low,Fail
STU1564,23.0,Female,Electronics,3,5.32,7.09,3.28,No,Medium,3.32,78.42,59.78,47.16,68.99,7.42,48.07,Low,Fail
STU1565,20.0,Male,Mechanical,2,4.44,7.32,9.41,No,High,1.54,69.33,62.9,55.0,57.48,4.89,34.89,Low,Fail
STU1566,18.0,Female,Computer Science,1,10.12,5.49,3.54,Yes,Low,3.24,51.89,60.25,57.49,61.34,6.46,41.75,Low,Fail
STU1567,18.0,Female,Computer Science,5,3.31,6.58,6.21,Yes,Low,2.36,66.09,70.34,75.3,43.03,6.26,48.46,Low,Fail
STU1568,24.0,Male,Mechanical,7,3.99,4.08,6.88,Yes,Medium,1.85,71.41,86.04,84.13,81.99,6.6,81.84,Excellent,Pass
STU1569,23.0,Male,Electronics,3,9.98,8.23,,No,Medium,4.1,75.04,71.94,47.38,72.65,7.82,53.65,Average,Pass
STU1570,23.0,Male,Civil,3,2.92,5.89,2.32,No,Medium,0.69,64.44,66.68,72.93,76.89,7.08,50.17,Average,Pass
STU1571,22.0,Female,Mechanical,5,3.62,6.57,0.0,Yes,Medium,3.85,72.11,53.69,51.53,84.36,7.12,40.76,Low,Fail
STU1572,19.0,Other,Civil,6,4.63,6.13,5.37,Yes,Medium,4.03,64.43,78.63,76.81,52.62,8.64,42.57,Low,Fail
STU1573,17.0,Female,Mechanical,6,7.1,7.88,2.37,Yes,Medium,1.68,76.49,62.64,59.28,59.62,6.43,43.48,Low,Fail
STU1574,18.0,Male,Electronics,1,5.52,3.09,4.35,Yes,Medium,1.77,65.12,73.41,53.28,36.58,9.25,37.97,Low,Fail
STU1575,23.0,Female,Mechanical,8,1.77,6.48,1.5,No,Medium,2.67,67.81,67.75,79.2,100.0,6.46,66.37,Good,Pass
STU1576,22.0,Female,Computer Science,2,3.67,6.37,3.47,Yes,Medium,,62.3,82.06,59.78,62.76,7.3,40.78,Low,Fail
STU1577,21.0,Female,Electronics,3,3.48,5.96,4.07,Yes,Medium,2.77,76.16,70.11,63.58,80.58,6.89,67.58,Good,Pass
STU1578,22.0,Male,Civil,8,4.81,8.57,4.54,Yes,Medium,3.65,67.6,71.29,36.92,46.43,7.34,45.34,Low,Fail
STU1579,18.0,Female,Electronics,8,6.06,5.44,1.77,No,Low,5.64,88.88,77.83,81.25,79.95,7.69,78.15,Good,Pass
STU1580,18.0,Female,Civil,2,6.05,7.43,6.39,No,Medium,2.24,82.87,97.28,79.49,92.86,7.68,67.98,Good,Pass
STU1581,22.0,Female,Civil,8,0.56,6.93,2.81,Yes,Medium,0.43,77.16,82.66,68.08,64.1,6.37,38.64,Low,Fail
